gene	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ017362	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEE6]	ID=gene:CPIJ017362;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEE6];gene_id=CPIJ017362;logic_name=vectorbase_culex
CPIJ017377	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD01]	ID=gene:CPIJ017377;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XD01];gene_id=CPIJ017377;logic_name=vectorbase_culex
CPIJ017384	0	0	1		CRIPT [Source:UniProtKB/TrEMBL%3BAcc:B0XE77]	ID=gene:CPIJ017384;biotype=protein_coding;description=CRIPT [Source:UniProtKB/TrEMBL%3BAcc:B0XE77];gene_id=CPIJ017384;logic_name=vectorbase_culex
CPIJ017393	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDJ3]	ID=gene:CPIJ017393;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDJ3];gene_id=CPIJ017393;logic_name=vectorbase_culex
CPIJ017399	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDD1]	ID=gene:CPIJ017399;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDD1];gene_id=CPIJ017399;logic_name=vectorbase_culex
CPIJ017418	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCW6]	ID=gene:CPIJ017418;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XCW6];gene_id=CPIJ017418;logic_name=vectorbase_culex
CPIJ017424	0	0	1		Small nuclear ribonucleoprotein E [Source:UniProtKB/TrEMBL%3BAcc:B0XDY8]	ID=gene:CPIJ017424;biotype=protein_coding;description=Small nuclear ribonucleoprotein E [Source:UniProtKB/TrEMBL%3BAcc:B0XDY8];gene_id=CPIJ017424;logic_name=vectorbase_culex
CPIJ017479	0	0	1		conserved protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ017479;biotype=protein_coding;description=conserved protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ017479;logic_name=vectorbase_culex
CPIJ017495	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDV2]	ID=gene:CPIJ017495;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDV2];gene_id=CPIJ017495;logic_name=vectorbase_culex
CPIJ017512	0	0	1		Paraplegin [Source:UniProtKB/TrEMBL%3BAcc:B0XDI0]	ID=gene:CPIJ017512;biotype=protein_coding;description=Paraplegin [Source:UniProtKB/TrEMBL%3BAcc:B0XDI0];gene_id=CPIJ017512;logic_name=vectorbase_culex
CPIJ017520	0	0	1		U3 small nucleolar ribonucleoprotein protein IMP3 [Source:UniProtKB/TrEMBL%3BAcc:B0XDY0]	ID=gene:CPIJ017520;biotype=protein_coding;description=U3 small nucleolar ribonucleoprotein protein IMP3 [Source:UniProtKB/TrEMBL%3BAcc:B0XDY0];gene_id=CPIJ017520;logic_name=vectorbase_culex
CPIJ017545	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDC8]	ID=gene:CPIJ017545;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XDC8];gene_id=CPIJ017545;logic_name=vectorbase_culex
CPIJ017567	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE93]	ID=gene:CPIJ017567;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE93];gene_id=CPIJ017567;logic_name=vectorbase_culex
CPIJ017587	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE83]	ID=gene:CPIJ017587;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE83];gene_id=CPIJ017587;logic_name=vectorbase_culex
CPIJ017674	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED5]	ID=gene:CPIJ017674;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XED5];gene_id=CPIJ017674;logic_name=vectorbase_culex
CPIJ017694	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE05]	ID=gene:CPIJ017694;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE05];gene_id=CPIJ017694;logic_name=vectorbase_culex
CPIJ017706	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEM8]	ID=gene:CPIJ017706;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEM8];gene_id=CPIJ017706;logic_name=vectorbase_culex
CPIJ017707	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEM9]	ID=gene:CPIJ017707;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEM9];gene_id=CPIJ017707;logic_name=vectorbase_culex
CPIJ017711	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE28]	ID=gene:CPIJ017711;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XE28];gene_id=CPIJ017711;logic_name=vectorbase_culex
CPIJ017712	0	0	1		LSM domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XE29]	ID=gene:CPIJ017712;biotype=protein_coding;description=LSM domain containing 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XE29];gene_id=CPIJ017712;logic_name=vectorbase_culex
CPIJ017732	0	0	1		NADH dehydrogenase 1 alpha subcomplex subunit 12 [Source:VB Community Annotation]	ID=gene:CPIJ017732;biotype=protein_coding;description=NADH dehydrogenase 1 alpha subcomplex subunit 12 [Source:VB Community Annotation];gene_id=CPIJ017732;logic_name=vectorbase_culex
CPIJ017748	0	0	1		galectin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ017748;biotype=protein_coding;description=galectin%2C putative [Source:VB Community Annotation];gene_id=CPIJ017748;logic_name=vectorbase_culex
CPIJ017753	1	0	0		activin receptor type ii [Source:VB Community Annotation]	ID=gene:CPIJ017753;biotype=protein_coding;description=activin receptor type ii [Source:VB Community Annotation];gene_id=CPIJ017753;logic_name=vectorbase_culex
CPIJ017843	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEB1]	ID=gene:CPIJ017843;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEB1];gene_id=CPIJ017843;logic_name=vectorbase_culex
CPIJ017882	0	0	1	mRpL34	39S ribosomal protein L34%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ017882;Name=mRpL34;biotype=protein_coding;description=39S ribosomal protein L34%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ017882;logic_name=vectorbase_culex
CPIJ017936	0	0	1		similar to Drosophila melanogaster Tbp-1 [Source:VB Community Annotation]	ID=gene:CPIJ017936;biotype=protein_coding;description=similar to Drosophila melanogaster Tbp-1 [Source:VB Community Annotation];gene_id=CPIJ017936;logic_name=vectorbase_culex
CPIJ017960	0	0	1		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XES4]	ID=gene:CPIJ017960;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XES4];gene_id=CPIJ017960;logic_name=vectorbase_culex
CPIJ017962	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XES6]	ID=gene:CPIJ017962;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XES6];gene_id=CPIJ017962;logic_name=vectorbase_culex
CPIJ017980	1	0	0		adaptin%2C alpha/gamma/epsilon [Source:VB Community Annotation]	ID=gene:CPIJ017980;biotype=protein_coding;description=adaptin%2C alpha/gamma/epsilon [Source:VB Community Annotation];gene_id=CPIJ017980;logic_name=vectorbase_culex
CPIJ018051	0	0	1		insulin-like peptide 1 precursor [Source:VB Community Annotation]	ID=gene:CPIJ018051;biotype=protein_coding;description=insulin-like peptide 1 precursor [Source:VB Community Annotation];gene_id=CPIJ018051;logic_name=vectorbase_culex
CPIJ018054	0	0	1		Mitochondrial import inner membrane translocase subunit Tim8 A [Source:UniProtKB/TrEMBL%3BAcc:B0XF40]	ID=gene:CPIJ018054;biotype=protein_coding;description=Mitochondrial import inner membrane translocase subunit Tim8 A [Source:UniProtKB/TrEMBL%3BAcc:B0XF40];gene_id=CPIJ018054;logic_name=vectorbase_culex
CPIJ018066	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX5]	ID=gene:CPIJ018066;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFX5];gene_id=CPIJ018066;logic_name=vectorbase_culex
CPIJ018072	0	0	1		Splicing factor 3B subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0XFY1]	ID=gene:CPIJ018072;biotype=protein_coding;description=Splicing factor 3B subunit 5 [Source:UniProtKB/TrEMBL%3BAcc:B0XFY1];gene_id=CPIJ018072;logic_name=vectorbase_culex
CPIJ018129	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU1]	ID=gene:CPIJ018129;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGU1];gene_id=CPIJ018129;logic_name=vectorbase_culex
CPIJ018146	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ8]	ID=gene:CPIJ018146;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ8];gene_id=CPIJ018146;logic_name=vectorbase_culex
CPIJ018147	0	0	1		Kazal domain-containing peptide [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ9]	ID=gene:CPIJ018147;biotype=protein_coding;description=Kazal domain-containing peptide [Source:UniProtKB/TrEMBL%3BAcc:B0XEZ9];gene_id=CPIJ018147;logic_name=vectorbase_culex
CPIJ018148	0	0	1		Zinc finger protein 181 [Source:UniProtKB/TrEMBL%3BAcc:B0XFC6]	ID=gene:CPIJ018148;biotype=protein_coding;description=Zinc finger protein 181 [Source:UniProtKB/TrEMBL%3BAcc:B0XFC6];gene_id=CPIJ018148;logic_name=vectorbase_culex
CPIJ018170	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XF60]	ID=gene:CPIJ018170;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XF60];gene_id=CPIJ018170;logic_name=vectorbase_culex
CPIJ018211	0	0	1		mitochondrial inner membrane protein translocase%2C 13kD-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018211;biotype=protein_coding;description=mitochondrial inner membrane protein translocase%2C 13kD-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ018211;logic_name=vectorbase_culex
CPIJ018215	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XF83]	ID=gene:CPIJ018215;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XF83];gene_id=CPIJ018215;logic_name=vectorbase_culex
CPIJ018221	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGH4]	ID=gene:CPIJ018221;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGH4];gene_id=CPIJ018221;logic_name=vectorbase_culex
CPIJ018241	0	0	1		Microsomal glutathione S-transferase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XG85]	ID=gene:CPIJ018241;biotype=protein_coding;description=Microsomal glutathione S-transferase 1 [Source:UniProtKB/TrEMBL%3BAcc:B0XG85];gene_id=CPIJ018241;logic_name=vectorbase_culex
CPIJ018255	0	0	1		Mitochondrial 28S ribosomal protein S33 [Source:UniProtKB/TrEMBL%3BAcc:B0XG83]	ID=gene:CPIJ018255;biotype=protein_coding;description=Mitochondrial 28S ribosomal protein S33 [Source:UniProtKB/TrEMBL%3BAcc:B0XG83];gene_id=CPIJ018255;logic_name=vectorbase_culex
CPIJ018275	0	0	1		eukaryotic translation initiation factor 3 subunit 2 [Source:VB Community Annotation]	ID=gene:CPIJ018275;biotype=protein_coding;description=eukaryotic translation initiation factor 3 subunit 2 [Source:VB Community Annotation];gene_id=CPIJ018275;logic_name=vectorbase_culex
CPIJ018288	0	0	1		Membrane protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFN2]	ID=gene:CPIJ018288;biotype=protein_coding;description=Membrane protein [Source:UniProtKB/TrEMBL%3BAcc:B0XFN2];gene_id=CPIJ018288;logic_name=vectorbase_culex
CPIJ018289	0	1	0		Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XFN3]	ID=gene:CPIJ018289;biotype=protein_coding;description=Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL%3BAcc:B0XFN3];gene_id=CPIJ018289;logic_name=vectorbase_culex
CPIJ018444	0	0	1		DNA-directed RNA polymerases I [Source:VB Community Annotation]	ID=gene:CPIJ018444;biotype=protein_coding;description=DNA-directed RNA polymerases I [Source:VB Community Annotation];gene_id=CPIJ018444;logic_name=vectorbase_culex
CPIJ018492	0	1	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGE7]	ID=gene:CPIJ018492;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGE7];gene_id=CPIJ018492;logic_name=vectorbase_culex
CPIJ018498	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG65]	ID=gene:CPIJ018498;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XG65];gene_id=CPIJ018498;logic_name=vectorbase_culex
CPIJ018510	1	0	0		mrna capping enzyme [Source:VB Community Annotation]	ID=gene:CPIJ018510;biotype=protein_coding;description=mrna capping enzyme [Source:VB Community Annotation];gene_id=CPIJ018510;logic_name=vectorbase_culex
CPIJ018605	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM5]	ID=gene:CPIJ018605;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM5];gene_id=CPIJ018605;logic_name=vectorbase_culex
CPIJ018606	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM6]	ID=gene:CPIJ018606;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM6];gene_id=CPIJ018606;logic_name=vectorbase_culex
CPIJ018616	0	0	1		Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:B0XGI3]	ID=gene:CPIJ018616;biotype=protein_coding;description=Tubulin alpha chain [Source:UniProtKB/TrEMBL%3BAcc:B0XGI3];gene_id=CPIJ018616;logic_name=vectorbase_culex
CPIJ018634	1	0	0		mediator complex%2C subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018634;biotype=protein_coding;description=mediator complex%2C subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ018634;logic_name=vectorbase_culex
CPIJ018635	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGK6]	ID=gene:CPIJ018635;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGK6];gene_id=CPIJ018635;logic_name=vectorbase_culex
CPIJ018646	0	1	0		Transcription elongation factor spt6 [Source:UniProtKB/TrEMBL%3BAcc:B0XGS9]	ID=gene:CPIJ018646;biotype=protein_coding;description=Transcription elongation factor spt6 [Source:UniProtKB/TrEMBL%3BAcc:B0XGS9];gene_id=CPIJ018646;logic_name=vectorbase_culex
CPIJ018677	0	0	1		Trafficking protein particle complex subunit 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XGN5]	ID=gene:CPIJ018677;biotype=protein_coding;description=Trafficking protein particle complex subunit 2 [Source:UniProtKB/TrEMBL%3BAcc:B0XGN5];gene_id=CPIJ018677;logic_name=vectorbase_culex
CPIJ018681	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM3]	ID=gene:CPIJ018681;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM3];gene_id=CPIJ018681;logic_name=vectorbase_culex
CPIJ018687	0	0	1		Mitochondrial import inner membrane translocase subunit Tim9 [Source:UniProtKB/TrEMBL%3BAcc:B0XGR7]	ID=gene:CPIJ018687;biotype=protein_coding;description=Mitochondrial import inner membrane translocase subunit Tim9 [Source:UniProtKB/TrEMBL%3BAcc:B0XGR7];gene_id=CPIJ018687;logic_name=vectorbase_culex
CPIJ018688	0	0	1		60S ribosomal protein L10 [Source:UniProtKB/TrEMBL%3BAcc:B0XGR8]	ID=gene:CPIJ018688;biotype=protein_coding;description=60S ribosomal protein L10 [Source:UniProtKB/TrEMBL%3BAcc:B0XGR8];gene_id=CPIJ018688;logic_name=vectorbase_culex
CPIJ018692	1	0	0		serine/threonine-protein phosphatase 2B catalytic subunit 2 [Source:VB Community Annotation]	ID=gene:CPIJ018692;biotype=protein_coding;description=serine/threonine-protein phosphatase 2B catalytic subunit 2 [Source:VB Community Annotation];gene_id=CPIJ018692;logic_name=vectorbase_culex
CPIJ018723	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGV6]	ID=gene:CPIJ018723;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XGV6];gene_id=CPIJ018723;logic_name=vectorbase_culex
CPIJ018773	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHB1]	ID=gene:CPIJ018773;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHB1];gene_id=CPIJ018773;logic_name=vectorbase_culex
CPIJ018794	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XH40]	ID=gene:CPIJ018794;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XH40];gene_id=CPIJ018794;logic_name=vectorbase_culex
CPIJ018795	0	0	1		14.5 kDa salivary protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018795;biotype=protein_coding;description=14.5 kDa salivary protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ018795;logic_name=vectorbase_culex
CPIJ018833	0	0	1		H/ACA ribonucleoprotein complex subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WW14]	ID=gene:CPIJ018833;biotype=protein_coding;description=H/ACA ribonucleoprotein complex subunit 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WW14];gene_id=CPIJ018833;logic_name=vectorbase_culex
CPIJ018850	1	0	0		D10Ertd802e protein [Source:VB Community Annotation]	ID=gene:CPIJ018850;biotype=protein_coding;description=D10Ertd802e protein [Source:VB Community Annotation];gene_id=CPIJ018850;logic_name=vectorbase_culex
CPIJ018857	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM9]	ID=gene:CPIJ018857;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XHM9];gene_id=CPIJ018857;logic_name=vectorbase_culex
CPIJ018956	0	0	1		general odorant-binding protein 56d precursor [Source:VB Community Annotation]	ID=gene:CPIJ018956;biotype=protein_coding;description=general odorant-binding protein 56d precursor [Source:VB Community Annotation];gene_id=CPIJ018956;logic_name=vectorbase_culex
CPIJ018957	0	0	1		odorant-binding protein 56e%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018957;biotype=protein_coding;description=odorant-binding protein 56e%2C putative [Source:VB Community Annotation];gene_id=CPIJ018957;logic_name=vectorbase_culex
CPIJ018958	0	0	1		odorant-binding protein AgamOBP28%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ018958;biotype=protein_coding;description=odorant-binding protein AgamOBP28%2C putative [Source:VB Community Annotation];gene_id=CPIJ018958;logic_name=vectorbase_culex
CPIJ019039	0	1	0		Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XHV5]	ID=gene:CPIJ019039;biotype=protein_coding;description=Uncharacterized protein (Fragment) (Fragment) [Source:UniProtKB/TrEMBL%3BAcc:B0XHV5];gene_id=CPIJ019039;logic_name=vectorbase_culex
CPIJ019043	0	0	1		15.4 kDa salivary peptide%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ019043;biotype=protein_coding;description=15.4 kDa salivary peptide%2C putative [Source:VB Community Annotation];gene_id=CPIJ019043;logic_name=vectorbase_culex
CPIJ019044	0	1	1		15.3 kDa basic salivary protein [Source:UniProtKB/TrEMBL%3BAcc:B0XID7]	ID=gene:CPIJ019044;biotype=protein_coding;description=15.3 kDa basic salivary protein [Source:UniProtKB/TrEMBL%3BAcc:B0XID7];gene_id=CPIJ019044;logic_name=vectorbase_culex
CPIJ019080	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIA0]	ID=gene:CPIJ019080;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIA0];gene_id=CPIJ019080;logic_name=vectorbase_culex
CPIJ019135	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIL3]	ID=gene:CPIJ019135;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIL3];gene_id=CPIJ019135;logic_name=vectorbase_culex
CPIJ019153	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIH2]	ID=gene:CPIJ019153;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XIH2];gene_id=CPIJ019153;logic_name=vectorbase_culex
CPIJ019171	0	0	1		Histone deacetylase [Source:UniProtKB/TrEMBL%3BAcc:B0XIP0]	ID=gene:CPIJ019171;biotype=protein_coding;description=Histone deacetylase [Source:UniProtKB/TrEMBL%3BAcc:B0XIP0];gene_id=CPIJ019171;logic_name=vectorbase_culex
CPIJ019181	0	0	1		U1 small nuclear ribonucleoprotein C [Source:UniProtKB/TrEMBL%3BAcc:B0XIH6]	ID=gene:CPIJ019181;biotype=protein_coding;description=U1 small nuclear ribonucleoprotein C [Source:UniProtKB/TrEMBL%3BAcc:B0XIH6];gene_id=CPIJ019181;logic_name=vectorbase_culex
CPIJ019182	0	0	1		Ribonuclease UK114 [Source:UniProtKB/TrEMBL%3BAcc:B0XIH7]	ID=gene:CPIJ019182;biotype=protein_coding;description=Ribonuclease UK114 [Source:UniProtKB/TrEMBL%3BAcc:B0XIH7];gene_id=CPIJ019182;logic_name=vectorbase_culex
CPIJ019205	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XI85]	ID=gene:CPIJ019205;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0XI85];gene_id=CPIJ019205;logic_name=vectorbase_culex
